FREQ,REF_AREA,CURRENCY,COLLECTION,TIME_PERIOD,OBS_VALUE
M,IN,INR,E,1957-01,4.785
M,IN,INR,E,1957-02,4.785
M,IN,INR,E,1957-03,4.8
M,IN,INR,E,1957-04,4.798
M,IN,INR,E,1957-05,4.798
M,IN,INR,E,1957-06,4.793
M,IN,INR,E,1957-07,4.805
M,IN,INR,E,1957-08,4.81
M,IN,INR,E,1957-09,4.793
M,IN,INR,E,1957-10,4.785
M,IN,INR,E,1957-11,4.773
M,IN,INR,E,1957-12,4.77
M,IN,INR,E,1958-01,4.755
M,IN,INR,E,1958-02,4.76
M,IN,INR,E,1958-03,4.753
M,IN,INR,E,1958-04,4.75
M,IN,INR,E,1958-05,4.753
M,IN,INR,E,1958-06,4.775
M,IN,INR,E,1958-07,4.77
M,IN,INR,E,1958-08,4.778
M,IN,INR,E,1958-09,4.77
M,IN,INR,E,1958-10,4.77
M,IN,INR,E,1958-11,4.773
M,IN,INR,E,1958-12,4.78
M,IN,INR,E,1959-01,4.765
M,IN,INR,E,1959-02,4.763
M,IN,INR,E,1959-03,4.755
M,IN,INR,E,1959-04,4.753
M,IN,INR,E,1959-05,4.76
M,IN,INR,E,1959-06,4.758
M,IN,INR,E,1959-07,4.763
M,IN,INR,E,1959-08,4.768
M,IN,INR,E,1959-09,4.778
M,IN,INR,E,1959-10,4.77
M,IN,INR,E,1959-11,4.778
M,IN,INR,E,1959-12,4.783
M,IN,INR,E,1960-01,4.778
M,IN,INR,E,1960-02,4.775
M,IN,INR,E,1960-03,4.768
M,IN,INR,E,1960-04,4.765
M,IN,INR,E,1960-05,4.775
M,IN,INR,E,1960-06,4.77
M,IN,INR,E,1960-07,4.765
M,IN,INR,E,1960-08,4.763
M,IN,INR,E,1960-09,4.763
M,IN,INR,E,1960-10,4.758
M,IN,INR,E,1960-11,4.765
M,IN,INR,E,1960-12,4.773
M,IN,INR,E,1961-01,4.773
M,IN,INR,E,1961-02,4.79
M,IN,INR,E,1961-03,4.783
M,IN,INR,E,1961-04,4.788
M,IN,INR,E,1961-05,4.795
M,IN,INR,E,1961-06,4.8
M,IN,INR,E,1961-07,4.793
M,IN,INR,E,1961-08,4.773
M,IN,INR,E,1961-09,4.758
M,IN,INR,E,1961-10,4.758
M,IN,INR,E,1961-11,4.755
M,IN,INR,E,1961-12,4.765
M,IN,INR,E,1962-01,4.76
M,IN,INR,E,1962-02,4.755
M,IN,INR,E,1962-03,4.758
M,IN,INR,E,1962-04,4.76
M,IN,INR,E,1962-05,4.765
M,IN,INR,E,1962-06,4.768
M,IN,INR,E,1962-07,4.773
M,IN,INR,E,1962-08,4.78
M,IN,INR,E,1962-09,4.78
M,IN,INR,E,1962-10,4.778
M,IN,INR,E,1962-11,4.775
M,IN,INR,E,1962-12,4.775
M,IN,INR,E,1963-01,4.775
M,IN,INR,E,1963-02,4.775
M,IN,INR,E,1963-03,4.783
M,IN,INR,E,1963-04,4.78
M,IN,INR,E,1963-05,4.78
M,IN,INR,E,1963-06,4.78
M,IN,INR,E,1963-07,4.78
M,IN,INR,E,1963-08,4.783
M,IN,INR,E,1963-09,4.785
M,IN,INR,E,1963-10,4.785
M,IN,INR,E,1963-11,4.785
M,IN,INR,E,1963-12,4.785
M,IN,INR,E,1964-01,4.785
M,IN,INR,E,1964-02,4.785
M,IN,INR,E,1964-03,4.785
M,IN,INR,E,1964-04,4.78
M,IN,INR,E,1964-05,4.785
M,IN,INR,E,1964-06,4.795
M,IN,INR,E,1964-07,4.8
M,IN,INR,E,1964-08,4.8
M,IN,INR,E,1964-09,4.81
M,IN,INR,E,1964-10,4.808
M,IN,INR,E,1964-11,4.798
M,IN,INR,E,1964-12,4.795
M,IN,INR,E,1965-01,4.793
M,IN,INR,E,1965-02,4.79
M,IN,INR,E,1965-03,4.793
M,IN,INR,E,1965-04,4.783
M,IN,INR,E,1965-05,4.793
M,IN,INR,E,1965-06,4.795
M,IN,INR,E,1965-07,4.795
M,IN,INR,E,1965-08,4.798
M,IN,INR,E,1965-09,4.78
M,IN,INR,E,1965-10,4.775
M,IN,INR,E,1965-11,4.775
M,IN,INR,E,1965-12,4.775
M,IN,INR,E,1966-01,4.775
M,IN,INR,E,1966-02,4.78
M,IN,INR,E,1966-03,4.79
M,IN,INR,E,1966-04,4.792
M,IN,INR,E,1966-05,4.795
M,IN,INR,E,1966-06,7.575
M,IN,INR,E,1966-07,7.576
M,IN,INR,E,1966-08,7.576
M,IN,INR,E,1966-09,7.576
M,IN,INR,E,1966-10,7.576
M,IN,INR,E,1966-11,7.576
M,IN,INR,E,1966-12,7.576
M,IN,INR,E,1967-01,7.57
M,IN,INR,E,1967-02,7.576
M,IN,INR,E,1967-03,7.559
M,IN,INR,E,1967-04,7.559
M,IN,INR,E,1967-05,7.564
M,IN,INR,E,1967-06,7.576
M,IN,INR,E,1967-07,7.576
M,IN,INR,E,1967-08,7.576
M,IN,INR,E,1967-09,7.576
M,IN,INR,E,1967-10,7.576
M,IN,INR,E,1967-11,7.508
M,IN,INR,E,1967-12,7.547
M,IN,INR,E,1968-01,7.536
M,IN,INR,E,1968-02,7.553
M,IN,INR,E,1968-03,7.564
M,IN,INR,E,1968-04,7.582
M,IN,INR,E,1968-05,7.622
M,IN,INR,E,1968-06,7.622
M,IN,INR,E,1968-07,7.587
M,IN,INR,E,1968-08,7.605
M,IN,INR,E,1968-09,7.587
M,IN,INR,E,1968-10,7.582
M,IN,INR,E,1968-11,7.582
M,IN,INR,E,1968-12,7.628
M,IN,INR,E,1969-01,7.61
M,IN,INR,E,1969-02,7.582
M,IN,INR,E,1969-03,7.576
M,IN,INR,E,1969-04,7.593
M,IN,INR,E,1969-05,7.553
M,IN,INR,E,1969-06,7.587
M,IN,INR,E,1969-07,7.582
M,IN,INR,E,1969-08,7.616
M,IN,INR,E,1969-09,7.61
M,IN,INR,E,1969-10,7.57
M,IN,INR,E,1969-11,7.57
M,IN,INR,E,1969-12,7.559
M,IN,INR,E,1970-01,7.547
M,IN,INR,E,1970-02,7.536
M,IN,INR,E,1970-03,7.536
M,IN,INR,E,1970-04,7.536
M,IN,INR,E,1970-05,7.547
M,IN,INR,E,1970-06,7.564
M,IN,INR,E,1970-07,7.587
M,IN,INR,E,1970-08,7.605
M,IN,INR,E,1970-09,7.593
M,IN,INR,E,1970-10,7.587
M,IN,INR,E,1970-11,7.587
M,IN,INR,E,1970-12,7.576
M,IN,INR,E,1971-01,7.502
M,IN,INR,E,1971-02,7.508
M,IN,INR,E,1971-03,7.502
M,IN,INR,E,1971-04,7.496
M,IN,INR,E,1971-05,7.502
M,IN,INR,E,1971-06,7.502
M,IN,INR,E,1971-07,7.502
M,IN,INR,E,1971-08,7.593
M,IN,INR,E,1971-09,7.559
M,IN,INR,E,1971-10,7.559
M,IN,INR,E,1971-11,7.559
M,IN,INR,E,1971-12,7.279
M,IN,INR,E,1972-01,7.279
M,IN,INR,E,1972-02,7.279
M,IN,INR,E,1972-03,7.279
M,IN,INR,E,1972-04,7.279
M,IN,INR,E,1972-05,7.279
M,IN,INR,E,1972-06,7.766
M,IN,INR,E,1972-07,7.742
M,IN,INR,E,1972-08,7.747
M,IN,INR,E,1972-09,7.838
M,IN,INR,E,1972-10,8.099
M,IN,INR,E,1972-11,8.062
M,IN,INR,E,1972-12,8.08
M,IN,INR,E,1973-01,8
M,IN,INR,E,1973-02,7.52
M,IN,INR,E,1973-03,7.55
M,IN,INR,E,1973-04,7.53
M,IN,INR,E,1973-05,7.39
M,IN,INR,E,1973-06,7.3
M,IN,INR,E,1973-07,7.49
M,IN,INR,E,1973-08,7.58
M,IN,INR,E,1973-09,7.75
M,IN,INR,E,1973-10,7.69
M,IN,INR,E,1973-11,8.06
M,IN,INR,E,1973-12,8.16
M,IN,INR,E,1974-01,8.55
M,IN,INR,E,1974-02,8.16
M,IN,INR,E,1974-03,7.81
M,IN,INR,E,1974-04,7.81
M,IN,INR,E,1974-05,7.87
M,IN,INR,E,1974-06,7.87
M,IN,INR,E,1974-07,7.87
M,IN,INR,E,1974-08,8.13
M,IN,INR,E,1974-09,8.06
M,IN,INR,E,1974-10,8.06
M,IN,INR,E,1974-11,8.06
M,IN,INR,E,1974-12,8.13
M,IN,INR,E,1975-01,8.13
M,IN,INR,E,1975-02,7.75
M,IN,INR,E,1975-03,7.75
M,IN,INR,E,1975-04,8
M,IN,INR,E,1975-05,8.1
M,IN,INR,E,1975-06,8.4
M,IN,INR,E,1975-07,8.51
M,IN,INR,E,1975-08,8.93
M,IN,INR,E,1975-09,8.94
M,IN,INR,E,1975-10,8.81
M,IN,INR,E,1975-11,9.09
M,IN,INR,E,1975-12,8.97
M,IN,INR,E,1976-01,8.91
M,IN,INR,E,1976-02,8.93
M,IN,INR,E,1976-03,8.97
M,IN,INR,E,1976-04,8.97
M,IN,INR,E,1976-05,9.3
M,IN,INR,E,1976-06,9.01
M,IN,INR,E,1976-07,8.97
M,IN,INR,E,1976-08,9.01
M,IN,INR,E,1976-09,8.85
M,IN,INR,E,1976-10,8.97
M,IN,INR,E,1976-11,8.93
M,IN,INR,E,1976-12,8.93
M,IN,INR,E,1977-01,8.81
M,IN,INR,E,1977-02,8.87
M,IN,INR,E,1977-03,8.82
M,IN,INR,E,1977-04,8.85
M,IN,INR,E,1977-05,8.83
M,IN,INR,E,1977-06,8.88
M,IN,INR,E,1977-07,8.73
M,IN,INR,E,1977-08,8.73
M,IN,INR,E,1977-09,8.73
M,IN,INR,E,1977-10,8.55
M,IN,INR,E,1977-11,8.62
M,IN,INR,E,1977-12,8.23
M,IN,INR,E,1978-01,8.1
M,IN,INR,E,1978-02,8.13
M,IN,INR,E,1978-03,8.33
M,IN,INR,E,1978-04,8.58
M,IN,INR,E,1978-05,8.44
M,IN,INR,E,1978-06,8.33
M,IN,INR,E,1978-07,7.97
M,IN,INR,E,1978-08,8.16
M,IN,INR,E,1978-09,7.97
M,IN,INR,E,1978-10,7.66
M,IN,INR,E,1978-11,8.33
M,IN,INR,E,1978-12,8.23
M,IN,INR,E,1979-01,8.29
M,IN,INR,E,1979-02,8.22
M,IN,INR,E,1979-03,8.16
M,IN,INR,E,1979-04,8.37
M,IN,INR,E,1979-05,8.16
M,IN,INR,E,1979-06,8.06
M,IN,INR,E,1979-07,7.96
M,IN,INR,E,1979-08,8.03
M,IN,INR,E,1979-09,8.07
M,IN,INR,E,1979-10,8.4
M,IN,INR,E,1979-11,8.03
M,IN,INR,E,1979-12,8
M,IN,INR,E,1980-01,8.06
M,IN,INR,E,1980-02,8.06
M,IN,INR,E,1980-03,8.22
M,IN,INR,E,1980-04,7.9
M,IN,INR,E,1980-05,7.75
M,IN,INR,E,1980-06,7.8
M,IN,INR,E,1980-07,7.8
M,IN,INR,E,1980-08,7.75
M,IN,INR,E,1980-09,7.75
M,IN,INR,E,1980-10,7.72
M,IN,INR,E,1980-11,7.82
M,IN,INR,E,1980-12,7.94
M,IN,INR,E,1981-01,8.1
M,IN,INR,E,1981-02,8.33
M,IN,INR,E,1981-03,8.27
M,IN,INR,E,1981-04,8.33
M,IN,INR,E,1981-05,8.48
M,IN,INR,E,1981-06,8.62
M,IN,INR,E,1981-07,9
M,IN,INR,E,1981-08,9.05
M,IN,INR,E,1981-09,9.12
M,IN,INR,E,1981-10,9.13
M,IN,INR,E,1981-11,9.12
M,IN,INR,E,1981-12,9.13
M,IN,INR,E,1982-01,9.14
M,IN,INR,E,1982-02,9.31
M,IN,INR,E,1982-03,9.35
M,IN,INR,E,1982-04,9.35
M,IN,INR,E,1982-05,9.39
M,IN,INR,E,1982-06,9.53
M,IN,INR,E,1982-07,9.56
M,IN,INR,E,1982-08,9.63
M,IN,INR,E,1982-09,9.71
M,IN,INR,E,1982-10,9.71
M,IN,INR,E,1982-11,9.74
M,IN,INR,E,1982-12,9.62
M,IN,INR,E,1983-01,9.91
M,IN,INR,E,1983-02,9.96
M,IN,INR,E,1983-03,10.02
M,IN,INR,E,1983-04,10
M,IN,INR,E,1983-05,9.98
M,IN,INR,E,1983-06,10.09
M,IN,INR,E,1983-07,10.14
M,IN,INR,E,1983-08,10.22
M,IN,INR,E,1983-09,10.2
M,IN,INR,E,1983-10,10.29
M,IN,INR,E,1983-11,10.42
M,IN,INR,E,1983-12,10.49
M,IN,INR,E,1984-01,10.76
M,IN,INR,E,1984-02,10.69
M,IN,INR,E,1984-03,10.76
M,IN,INR,E,1984-04,10.93
M,IN,INR,E,1984-05,11.05
M,IN,INR,E,1984-06,11.22
M,IN,INR,E,1984-07,11.55
M,IN,INR,E,1984-08,11.6
M,IN,INR,E,1984-09,11.92
M,IN,INR,E,1984-10,12.12
M,IN,INR,E,1984-11,12.29
M,IN,INR,E,1984-12,12.38
M,IN,INR,E,1985-01,12.67
M,IN,INR,E,1985-02,12.93
M,IN,INR,E,1985-03,12.2
M,IN,INR,E,1985-04,12.43
M,IN,INR,E,1985-05,12.47
M,IN,INR,E,1985-06,12.4
M,IN,INR,E,1985-07,11.8
M,IN,INR,E,1985-08,11.96
M,IN,INR,E,1985-09,11.97
M,IN,INR,E,1985-10,12.05
M,IN,INR,E,1985-11,12.05
M,IN,INR,E,1985-12,12.11
M,IN,INR,E,1986-01,12.34
M,IN,INR,E,1986-02,12.27
M,IN,INR,E,1986-03,12.31
M,IN,INR,E,1986-04,12.3
M,IN,INR,E,1986-05,12.77
M,IN,INR,E,1986-06,12.42
M,IN,INR,E,1986-07,12.58
M,IN,INR,E,1986-08,12.54
M,IN,INR,E,1986-09,12.77
M,IN,INR,E,1986-10,12.98
M,IN,INR,E,1986-11,13.1
M,IN,INR,E,1986-12,13.12
M,IN,INR,E,1987-01,13.04
M,IN,INR,E,1987-02,13.05
M,IN,INR,E,1987-03,12.94
M,IN,INR,E,1987-04,12.65
M,IN,INR,E,1987-05,12.84
M,IN,INR,E,1987-06,12.89
M,IN,INR,E,1987-07,13.11
M,IN,INR,E,1987-08,13.05
M,IN,INR,E,1987-09,13.11
M,IN,INR,E,1987-10,12.99
M,IN,INR,E,1987-11,12.89
M,IN,INR,E,1987-12,12.75
M,IN,INR,E,1988-01,13.08
M,IN,INR,E,1988-02,13.06
M,IN,INR,E,1988-03,12.96
M,IN,INR,E,1988-04,13.21
M,IN,INR,E,1988-05,13.47
M,IN,INR,E,1988-06,14.07
M,IN,INR,E,1988-07,14.17
M,IN,INR,E,1988-08,14.36
M,IN,INR,E,1988-09,14.55
M,IN,INR,E,1988-10,14.97
M,IN,INR,E,1988-11,14.95
M,IN,INR,E,1988-12,14.99
M,IN,INR,E,1989-01,15.18
M,IN,INR,E,1989-02,15.35
M,IN,INR,E,1989-03,15.63
M,IN,INR,E,1989-04,15.86
M,IN,INR,E,1989-05,16.28
M,IN,INR,E,1989-06,16.49
M,IN,INR,E,1989-07,16.44
M,IN,INR,E,1989-08,16.65
M,IN,INR,E,1989-09,16.69
M,IN,INR,E,1989-10,16.88
M,IN,INR,E,1989-11,16.96
M,IN,INR,E,1989-12,16.96
M,IN,INR,E,1990-01,16.97
M,IN,INR,E,1990-02,17.07
M,IN,INR,E,1990-03,17.22
M,IN,INR,E,1990-04,17.39
M,IN,INR,E,1990-05,17.36
M,IN,INR,E,1990-06,17.43
M,IN,INR,E,1990-07,17.35
M,IN,INR,E,1990-08,17.52
M,IN,INR,E,1990-09,18
M,IN,INR,E,1990-10,18.16
M,IN,INR,E,1990-11,18.17
M,IN,INR,E,1990-12,18.13
M,IN,INR,E,1991-01,18.61
M,IN,INR,E,1991-02,19.06
M,IN,INR,E,1991-03,19.61
M,IN,INR,E,1991-04,20.18
M,IN,INR,E,1991-05,20.89
M,IN,INR,E,1991-06,21.13
M,IN,INR,E,1991-07,25.76
M,IN,INR,E,1991-08,25.82
M,IN,INR,E,1991-09,25.77
M,IN,INR,E,1991-10,25.84
M,IN,INR,E,1991-11,25.8
M,IN,INR,E,1991-12,25.76
M,IN,INR,E,1992-01,25.95
M,IN,INR,E,1992-02,26.2
M,IN,INR,E,1992-03,29.1
M,IN,INR,E,1992-04,28.7
M,IN,INR,E,1992-05,28.75
M,IN,INR,E,1992-06,28.7
M,IN,INR,E,1992-07,28.48
M,IN,INR,E,1992-08,28.63
M,IN,INR,E,1992-09,28.48
M,IN,INR,E,1992-10,28.48
M,IN,INR,E,1992-11,28.54
M,IN,INR,E,1992-12,29
M,IN,INR,E,1993-01,29.2
M,IN,INR,E,1993-02,30.27
M,IN,INR,E,1993-03,31.5
M,IN,INR,E,1993-04,31.65
M,IN,INR,E,1993-05,31.7
M,IN,INR,E,1993-06,31.6
M,IN,INR,E,1993-07,31.6
M,IN,INR,E,1993-08,31.63
M,IN,INR,E,1993-09,31.53
M,IN,INR,E,1993-10,31.43
M,IN,INR,E,1993-11,31.44
M,IN,INR,E,1993-12,31.44
M,IN,INR,E,1994-01,31.44
M,IN,INR,E,1994-02,31.37
M,IN,INR,E,1994-03,31.37
M,IN,INR,E,1994-04,31.37
M,IN,INR,E,1994-05,31.3725
M,IN,INR,E,1994-06,31.37
M,IN,INR,E,1994-07,31.3725
M,IN,INR,E,1994-08,31.3725
M,IN,INR,E,1994-09,31.3675
M,IN,INR,E,1994-10,31.38
M,IN,INR,E,1994-11,31.4
M,IN,INR,E,1994-12,31.3725
M,IN,INR,E,1995-01,31.3775
M,IN,INR,E,1995-02,31.425
M,IN,INR,E,1995-03,31.43
M,IN,INR,E,1995-04,31.45
M,IN,INR,E,1995-05,31.43
M,IN,INR,E,1995-06,31.41
M,IN,INR,E,1995-07,31.43
M,IN,INR,E,1995-08,31.87
M,IN,INR,E,1995-09,33.94
M,IN,INR,E,1995-10,34.3
M,IN,INR,E,1995-11,34.91
M,IN,INR,E,1995-12,35.18
M,IN,INR,E,1996-01,36.46
M,IN,INR,E,1996-02,34.85
M,IN,INR,E,1996-03,34.35
M,IN,INR,E,1996-04,35
M,IN,INR,E,1996-05,35.23
M,IN,INR,E,1996-06,35.43
M,IN,INR,E,1996-07,35.7
M,IN,INR,E,1996-08,35.85
M,IN,INR,E,1996-09,35.85
M,IN,INR,E,1996-10,35.9
M,IN,INR,E,1996-11,35.747
M,IN,INR,E,1996-12,35.95
M,IN,INR,E,1997-01,35.9
M,IN,INR,E,1997-02,35.91
M,IN,INR,E,1997-03,35.88
M,IN,INR,E,1997-04,35.78
M,IN,INR,E,1997-05,35.8
M,IN,INR,E,1997-06,35.85
M,IN,INR,E,1997-07,35.72
M,IN,INR,E,1997-08,36.48
M,IN,INR,E,1997-09,36.19
M,IN,INR,E,1997-10,36.39
M,IN,INR,E,1997-11,39.1
M,IN,INR,E,1997-12,39.3
M,IN,INR,E,1998-01,38.8
M,IN,INR,E,1998-02,39.45
M,IN,INR,E,1998-03,39.53
M,IN,INR,E,1998-04,39.74
M,IN,INR,E,1998-05,41.75
M,IN,INR,E,1998-06,42.5
M,IN,INR,E,1998-07,42.6
M,IN,INR,E,1998-08,42.65
M,IN,INR,E,1998-09,42.48
M,IN,INR,E,1998-10,42.45
M,IN,INR,E,1998-11,42.65
M,IN,INR,E,1998-12,42.52
M,IN,INR,E,1999-01,42.54
M,IN,INR,E,1999-02,42.83
M,IN,INR,E,1999-03,42.5
M,IN,INR,E,1999-04,42.84
M,IN,INR,E,1999-05,43.17
M,IN,INR,E,1999-06,43.45
M,IN,INR,E,1999-07,43.45
M,IN,INR,E,1999-08,43.55
M,IN,INR,E,1999-09,43.59
M,IN,INR,E,1999-10,43.51
M,IN,INR,E,1999-11,43.48
M,IN,INR,E,1999-12,43.51
M,IN,INR,E,2000-01,43.629864
M,IN,INR,E,2000-02,43.599959
M,IN,INR,E,2000-03,43.603057
M,IN,INR,E,2000-04,43.647771
M,IN,INR,E,2000-05,44.569494
M,IN,INR,E,2000-06,44.667225
M,IN,INR,E,2000-07,45.050308
M,IN,INR,E,2000-08,45.811812
M,IN,INR,E,2000-09,46.005705
M,IN,INR,E,2000-10,46.838541
M,IN,INR,E,2000-11,46.824044
M,IN,INR,E,2000-12,46.672757
M,IN,INR,E,2001-01,46.380071
M,IN,INR,E,2001-02,46.545199
M,IN,INR,E,2001-03,46.630435
M,IN,INR,E,2001-04,46.843173
M,IN,INR,E,2001-05,47.008255
M,IN,INR,E,2001-06,47.042453
M,IN,INR,E,2001-07,47.073672
M,IN,INR,E,2001-08,47.124918
M,IN,INR,E,2001-09,47.921367
M,IN,INR,E,2001-10,47.981641
M,IN,INR,E,2001-11,47.973702
M,IN,INR,E,2001-12,48.218541
M,IN,INR,E,2002-01,48.515688
M,IN,INR,E,2002-02,48.707664
M,IN,INR,E,2002-03,48.774645
M,IN,INR,E,2002-04,48.938721
M,IN,INR,E,2002-05,48.978374
M,IN,INR,E,2002-06,48.865163
M,IN,INR,E,2002-07,48.637432
M,IN,INR,E,2002-08,48.453168
M,IN,INR,E,2002-09,48.352941
M,IN,INR,E,2002-10,48.342457
M,IN,INR,E,2002-11,48.312683
M,IN,INR,E,2002-12,47.957471
M,IN,INR,E,2003-01,47.763499
M,IN,INR,E,2003-02,47.616398
M,IN,INR,E,2003-03,47.479578
M,IN,INR,E,2003-04,47.323691
M,IN,INR,E,2003-05,47.075791
M,IN,INR,E,2003-06,46.418132
M,IN,INR,E,2003-07,46.122106
M,IN,INR,E,2003-08,45.857051
M,IN,INR,E,2003-09,45.742362
M,IN,INR,E,2003-10,45.330408
M,IN,INR,E,2003-11,45.826246
M,IN,INR,E,2003-12,45.588282
M,IN,INR,E,2004-01,45.29635
M,IN,INR,E,2004-02,45.203737
M,IN,INR,E,2004-03,43.50949
M,IN,INR,E,2004-04,44.502386
M,IN,INR,E,2004-05,45.499262
M,IN,INR,E,2004-06,45.972028
M,IN,INR,E,2004-07,46.388404
M,IN,INR,E,2004-08,46.335563
M,IN,INR,E,2004-09,45.841728
M,IN,INR,E,2004-10,45.319934
M,IN,INR,E,2004-11,44.596465
M,IN,INR,E,2004-12,43.505616
M,IN,INR,E,2005-01,43.717683
M,IN,INR,E,2005-02,43.636569
M,IN,INR,E,2005-03,43.723388
M,IN,INR,E,2005-04,43.456819
M,IN,INR,E,2005-05,43.745844
M,IN,INR,E,2005-06,43.527952
M,IN,INR,E,2005-07,43.50368
M,IN,INR,E,2005-08,44.084276
M,IN,INR,E,2005-09,43.925428
M,IN,INR,E,2005-10,45.103552
M,IN,INR,E,2005-11,45.906194
M,IN,INR,E,2005-12,45.022463
M,IN,INR,E,2006-01,44.069979
M,IN,INR,E,2006-02,44.250947
M,IN,INR,E,2006-03,44.606742
M,IN,INR,E,2006-04,44.942171
